Country/State,City/Region,Group Name,Link,Latitude,Longitude,Merged?,Map Link
,Campos dos Goytacazes (RJ),Slackline Campos Dos Goytacazes - Rj,https://www.facebook.com/Slackline-Campos-Dos-Goytacazes-Rj-1504034039893785/,,,No
,Canoas (RS),Slackline Canoas,https://www.facebook.com/groups/201325573358690/,,,No
,Carazinho (RS),Slackline Carazinho,https://www.facebook.com/groups/1018982351542231/,,,No
,Caruaru (PE),Slackline Caruaru Team Skyline,www.facebook.com/groups/slacklinecaruaru/,,,No
,Catalão (GO),Slackline Catalão - Arte de viver!,www.facebook.com/groups/slacklinecat/,,,No
,Chapecó (SC),Slackline Chapecó,https://www.facebook.com/groups/248870678624671/,,,No
,Chapecó (SC),Slackline e highline no parque alberto finn chapecó,fb.com/groups/parquealbertofin,,,No
,Cianorte (PR),Slackline Cianorte,https://www.facebook.com/groups/1592846174272328/,,,No
,Codó (MA),Slackline Codó,https://www.facebook.com/groups/1684909608409982/,,,No
,Contagem (MG),Slackline Contagem,https://www.facebook.com/groups/419685268083675/,,,No
,Coronel Xavier Chaves (MG),Slackline-Coronel xavier chaves,www.fb.com/groups/845627785465169/,,,No
,Criciúma (SC),Criciúma Slackline,https://www.facebook.com/CriciumaSlackline/,,,No
,Criciúma (SC),Slackline Criciuma,https://www.facebook.com/groups/102798919828710/,,,No
,Cuiabá (MT),Slackline- Cuiabá-MT,https://www.facebook.com/groups/419785571408292/,,,No
,Cuiabá (MT),SlackLine Cuiabá #TREINO & #AULA,www.facebook.com/groups/565345546911670/,,,No
,Curitibanos (SC),Slacklife Curitibanos,https://www.facebook.com/groups/1389537024600245/,,,No
,Erechim (RS),Slackline Erechim Rs,https://www.facebook.com/groups/1121442287992480/,,,No
,Espirito Santo (ES),Slackline - Espirito Santo,www.facebook.com/groups/slackcapixaba,,,No
,Feira de Santana (BA),Slackline feira de santana,www.fb.com/groups/350358491708107,,,No
,Ferraz de Vasconcelos (SP),Slackline-Slackers Ferraz-SP,fb.com/groups/588337417852469/,,,No
,Florianópolis (SC),Slacklife Floripa,https://www.facebook.com/groups/101371916633204/,,,No
,Fortaleza (CE),Por Um Fio - Slackline Fortaleza - CE,www.fb.com/groups/297220996971214,,,No
,Francisco Beltrão (PR),SlackLINE Francisco Beltrão,www.fb.com/groups/396489663734314/,,,No
,Frutal (MG),Slackline Frutal,https://www.facebook.com/groups/567350723330549/,,,No
,Goiânia (GO),Slackline Goiânia,https://www.facebook.com/groups/slacklinegyn/,-16.68689,-49.26479,Yes,"https://www.google.com/maps/@-16.68689,-49.26479,15z"
,Goiânia (GO),Slackline Goiânia,https://www.facebook.com/groups/103305006467645,,,No
,Gravataí (RS),Gravataí na Fita Slackline / Slackpoints,www.fb.com/groups/gravatainafita/,,,No
,Guaíba (RS),Slackline Guaíba,https://www.facebook.com/groups/325672954124435/,,,No
,Guaíra (SP),Slackline Guaíra,https://www.facebook.com/groups/slacklineguaira/,,,No
,Guarapari (ES),Slackline Guarapari,https://www.facebook.com/SlacklineGuarapari/,,,No
,Guaratuba (PR),slackline//longline//highlineGuaratuba-PR,fb.com/groups/706598716160778/,,,No
,Guarulhos (SP),Slackline Guarulhos ,https://www.facebook.com/groups/160115307468344/,,,No
,Humaitá (AM),Humaitá SlackLine,https://www.facebook.com/groups/241001549323241/,,,No
,Ilhabela (SP) ,Slackline Ilhabela,https://www.facebook.com/groups/175667069200812,-23.77903,-45.35566,Yes,"https://www.google.com/maps/@-23.77903,-45.35566,15z"
,Ipatinga (MG),SoulSlackline Ipatinga,https://www.facebook.com/groups/slackipa/,,,No
,Iporá (GO),SlackLine Iporá,https://www.facebook.com/groups/442216295861864/,,,No
,Itatiba (SP),Slacklife Itatiba ,https://www.facebook.com/groups/1185037674862788/,,,No
,Itaqui (RS),Slackline itaqui -RS,www.facebook.com/Slackline-itaqui-RS-235975016553317/,,,No
,Itaqui (RS),Slackline Itaqui - RS,https://www.facebook.com/groups/642451089098739/,,,No
,Itororó (BA),Pé Rachado Slackline Itororó Bahia ,www.facebook.com/groups/369392166453194,,,No
,Itumbiara (GO),Slackline Itumbiara,https://www.facebook.com/groups/255402257893094/,,,No
,Jacumã (PB),Slackline jacuma,www.facebook.com/slackline.jacuma/,,,No
,Jaraguá do Sul (SC),Slackline Jaraguá,https://www.facebook.com/Slackjaragua/,,,No
,Jaraguá do Sul (SC),Slackline - Jaraguá do Sul,https://www.facebook.com/groups/122082294668190/,,,No
,Jataí (GO),Slackline Jataí,https://www.facebook.com/groups/436571829726476/,,,No
,João Pessoa (PB), Slackline - João Pessoa-PB, www.fb.com/groups/slacklinejoaopessoa/,,,No
,Joinville (SC),Slacklife Joinville ,https://www.facebook.com/groups/1062114287180947/,,,No
,Jundiaí (SP),Jundiaí Slackers,https://www.facebook.com/groups/640825992609620/,,,No
,Lajeado (RS),Slackline Lajeado - RS,https://www.facebook.com/groups/154422854734824/,,,No
,Lages,SlackLine Lages ,https://www.facebook.com/SlackLine-Lages-1272030392858036/,,,No
,Lençóis Paulista (SP),Slackline Lençóis Paulista, www.fb.com/groups/1871034513120687/,,,No
,Linhares (ES),Slackline - Linhares ,https://www.facebook.com/groups/399444276779625,-19.39466,-40.06527,Yes,"https://www.google.com/maps/@-19.39466,-40.06527,15z"
,Macaé (RJ),#Slacklife - Macaé,https://www.facebook.com/groups/387526378006439/,,,No
,Macapá (AP),Amazônia Slackline,https://www.facebook.com/AmazoniaSlack/,,,No
,Machado (MG) ,Slackline Machado MG-Slacklife,www.fb.com/groups/332820450258526/,,,No
,Marabá (MG),Slackline Marabá,https://www.facebook.com/groups/544514465560539/,,,No
,Matinhos (PR),Curtam nossa pagina: Slackline Matinhos-PR,fb.com/groups/581722101847307/,,,No
,Mauá (SP),slackline mauá ,https://www.facebook.com/groups/790935567691651/,,,No
,Maués (AM),Maués Slackline ,https://www.facebook.com/MauesSlackline/,,,No
,Medianeira (PR) ,Slackline Medianeira ,https://www.facebook.com/slackmed/,,,No
,Mineiros (GO) ,Slackline Mineiros,https://www.facebook.com/groups/1392765141009675/,,,No
,Mossoró (RN),Slackline - Mossoró ,https://www.facebook.com/SlackLineMossoro/,,,No
,Natal (RN),[ NA FITA ] RN - Slackline Natal ,www.facebook.com/groups/245448848866141/,,,No
,Niterói (RJ),Slackline - Niterói,https://www.facebook.com/groups/101212196600404/,,,No
,Osasco (SP),Slackline Osasco/SP, https://www.facebook.com/groups/712600118836795/,,,No
,Ouro Branco (MG),Slacklife OB, https://www.facebook.com/groups/495288443849893/,,,No
,Paracatu (PR),Flying Monkeys Slackline -- Paracatu MG ,fb.com/groups/253562114789405,-17.21924208966648,-46.873852760208194,Yes,"https://www.google.com/maps/@-17.21924208966648,-46.873852760208194,15z"
,Paragominas (MG),slackline Paragominas 🌲_____🌲,www.fb.com/groups/1952634078395611/,,,No
,Paraiba (PB),Slack Paraíba,https://www.facebook.com/slacklinejampapb,,,No
,Paraná (PR),Slackline Paraná, https://www.facebook.com/SlacklineParana,,,No
,Paraná (PR),Slackline Parana,https://www.facebook.com/groups/874961949228941,,,No
,Parauapebas (MG),Slackline Parauapebas,fb.com/Slackline-Parauapebas-1537410913211516/,,,No
,Parintins (AM),Slackline Parintins,https://www.facebook.com/SlacklineParinti/,,,No
,Parintins (AM),Slackline Parintins OFC,https://www.facebook.com/slacklineparintinsofc/,,,No
,Parnaiba (PI),Slackline- Parnaiba/ PI ,https://www.facebook.com/groups/257544101004320/,,,No
,Passo Fundo (RS),“Slacklife PF”,https://www.facebook.com/groups/787029691348371/,,,No
,Passo Fundo (RS),Slackline - Passo Fundo,https://www.facebook.com/groups/532269026814814/,,,No
,Patos de Minas (MG),SlackPatos - Slackline Patos de Minas,fb.com/groups/108217299374158,,,No
,Paulista (PE),Slackline paulista PE,www.fb.com/Slackline-paulista-PE-648959621846198/,,,No
,Pelotas (RS),SlackLine - Pelotas,https://www.facebook.com/groups/256208061101104/,,,No
,Petrópolis (RJ),Slackline Petrópolis,https://www.facebook.com/groups/301971046525512/,-22.51126,-43.17791,Yes,"https://www.google.com/maps/@-22.51126,-43.17791,15z"
,Piripiri (PI),Slackline Piripiri,https://www.facebook.com/groups/359882600804417/,,,No
,Poços de Caldas (PR),Vulcano Slacklife,https://www.facebook.com/groups/234162200067792/,,,No
,Porto Alegre (RS),SLACKLINE Porto Alegre - RS, https://www.facebook.com/groups/515968415197401/,,,No
,Porto Alegre (RS),SlackPoints Slackline Porto Alegre - novidades e picos por ae…,www.fb.com/groups/slacklineportoalegre/,-30.03465,-51.21766,Yes,"https://www.google.com/maps/@-30.03465,-51.21766,15z"
,Porto Seguro (BA), Slackline ---> Porto Seguro-Bahia,www.fb.com/groups/252898698064675,,,No
,Porto Velho (RO),Slackline Porto Velho/RO,https://www.facebook.com/groups/751268841668214/,-8.761161,-63.90043,Yes,"https://www.google.com/maps/@-8.761161,-63.90043,15z"
,Porto Velho (RO),Slackline Pvh,https://www.facebook.com/SlackJumperes/,,,No
,Praia Grande (SP),Slacklife / Reta do Slack, www.facebook.com/groups/219114854949708/,,,No
,Recife (PE),Slackline Recife,https://www.facebook.com/groups/slackrecife/,-8.057838,-34.8829,Yes,"https://www.google.com/maps/@-8.057838,-34.8829,15z"
,Ribeirão Preto (SP),Slackline Ribeirão Preto,www.facebook.com/groups/1516707398548573/,-21.17051,-47.81025,Yes,"https://www.google.com/maps/@-21.17051,-47.81025,15z"
,Rio Das Ostras (RJ),Slackline (Rio das Ostras),www.fb.com/groups/381978221838440/,,,No
,Rio De Janeiro (RJ),Slackline - Parque do Flamengo (Rio de Janeiro),www.fb.com/groups/202137713153921,-22.92832,-43.17316,Yes,"https://www.google.com/maps/@-22.92832,-43.17316,15z"
,Rio Grande do Sul (RS) ,Slackline Rio Grande,https://www.facebook.com/groups/149074821909341/,,,No
,Rio Grande do Sul (RS) ,Slackline Rio Grande do Sul,www.facebook.com/groups/slackline.gaucho/,,,No
,Rondonópolis (MT),SLACKLINE E RAPHEL RONDONOPOLIS,www.facebook.com/groups/353219924790114/,,,No
,Rondonópolis (MT),Slackline Rondonópolis ,https://www.facebook.com/slacklinerondonopolis/,,,No
,Rosario (MA) ,Grupo Slackline Rosario, https://www.facebook.com/groups/188057147896826/,,,No
,Salvador (BA) ,Slackline Salvador,https://www.facebook.com/groups/slacklinesalvador,-12.57974,-41.70073,Yes,"https://www.google.com/maps/@-12.57974,-41.70073,15z"
,Salvador (BA) ,SlackLine Team Salvador,https://www.facebook.com/groups/522499371180919/,,,No
,Santa Helena (MA),sLaCkLiNe - Santa Helena,www.facebook.com/groups/196366210502592/,,,No
,Santa Luzia (MG),SLACKLINE SANTA LUZIA,www.facebook.com/groups/266171146865142/,,,No
,Santa Maria (RS), Slacklife Santa Maria,https://www.facebook.com/groups/189237711274120/,,,No
,Santarém (MG),Slackline.Santarém,https://www.facebook.com/SlacklineSTR/,,,No
,Santa Rita (PB),Slackline Santa Rita,https://www.facebook.com/SlacklineSantaRita/,,,No
,Santo Ângelo (RS),Slackline Santo  ngelo/RS,www.facebook.com/groups/352286928179398/,,,No
,São João da Boa Vista (SP),Slackline - São João da Boa Vista,fb.com/groups/slacklinesaojoao,,,No
,São José (SP),Slackline - São José dos Campos e Região,fb.com/groups/279494748804001,-23.2237,-45.90091,Yes,"https://www.google.com/maps/@-23.2237,-45.90091,15z"
,São Leopoldo (RS) ,Slack Points Slackline São Leopoldo - novidades e picos por aí…,www.facebook.com/groups/535035653207257/,,,No
,São Luis (MA), Slackline São Luis, https://www.facebook.com/groups/118245958371132/,,,No
,São Mateus (ES),Slackline São Mateus,https://www.facebook.com/groups/190643201078225/,,,No
,São Paulo (SP),Slackline São Paulo,https://www.facebook.com/SlackSP,,,No
,Sinop (MT),Slackline Sinop-MT,https://www.facebook.com/slacklinesinop/,,,No
,Sobradinho (BA),SlackLine Sobradinho/BA (#slacklife),fb.com/groups/252724498422088,,,No
