Country/State,City/Region,Group Name,Link,Latitude,Longitude,Merged?,Map Link
,Genova,Genova Slackline,https://www.facebook.com/groups/202795289905868/,44.408162,8.943149,No,https://goo.gl/maps/bKzZMvCwMWgyoko86
,L’ aquila,Slackline L'aquila,https://www.facebook.com/groups/120623434798554/,42.350385,13.40011,No,https://goo.gl/maps/w3GgtMpR86xjVNtbA
,La Villa,Slackline Alta Badia,https://www.facebook.com/groups/257729241093797/,46.585909,11.904709,No,https://goo.gl/maps/Rn7jgseFGa6Gnu1N9
,Marche,Slackline Marche,https://www.facebook.com/groups/293903260817778/,43.61583,13.51892,Yes,"https://www.google.com/maps/@43.61583,13.51892,15z"
,Milano,Slackline Milano,www.fb.com/groups/729089347141141/,45.46542,9.185925,Yes,"https://www.google.com/maps/@45.46542,9.185925,15z"
,Napoli,slackline Napoli,https://www.facebook.com/groups/1828879984091652/,40.854517,14.266431,No,https://goo.gl/maps/SXVrMx4sZMip9MAM6
,North-West Italy (Emilia Romagna & Veneto),Slackline Spaghetti,https://www.facebook.com/groups/slackspaghetti/,45.05472684,9.700207903,Yes,"https://www.google.com/maps/@45.054726844056376,9.700207903391941,15z"
,North-West Italy (Emilia Romagna & Veneto),Slack Spaghetti Crew,https://www.facebook.com/pastaslack,45.592809,11.835883,No,https://goo.gl/maps/ifyKXRa1AXv3KSeX9
,Pisa,Slacklining Pisa,https://www.facebook.com/groups/236850143090412/,43.719362,10.401918,No,https://goo.gl/maps/bBR9UDzDUAPS8Mem7
,Pistoia,Slackline Pistoia,https://www.facebook.com/Slackline-Pistoia-310651805796779/,43.933269,10.915927,No,https://goo.gl/maps/phSUBDvgGFDEFKCR9
,Puglia,Slackline Puglia,https://www.facebook.com/groups/1834130580132921/,41.036422,16.884089,No,https://goo.gl/maps/JxR3owQCdv7Kto4T8
,Reggio Emilia,Slackline Reggio Emilia,https://www.facebook.com/groups/1556610107885178,44.696839,10.630417,No,https://goo.gl/maps/KxdiAwZHo98Fz5386
,Romagna,Slackline Romagna,https://www.facebook.com/groups/slackline.romagna/,44.024334,12.462845,No,https://goo.gl/maps/vueWBW9VbGGyvW3A8
,Sardegna,Slackline Sardegna,www.facebook.com/Slackline-Sardegna-429825170465651/,40.076,8.990308,No,https://goo.gl/maps/bemLqxMzbpti5Kgj9
,Sardinia,Slackline Cagliari,https://www.facebook.com/groups/918614061485089/,39.22384,9.121661,Yes,"https://www.google.com/maps/@39.22384,9.121661,15z"
,Sicilia,Slackline Sicilia,https://www.facebook.com/groups/slacklinesicilia/,37.63750515,14.09421927,Yes,"https://www.google.com/maps/@37.63750514670225,14.094219268296627,15z"
,Torino,Slackline Torino,https://www.facebook.com/groups/SlacklineTorino/,45.07031,7.686856,Yes,"https://www.google.com/maps/@45.07031,7.686856,15z"
,Torino,Torino sul Filo,https://www.facebook.com/torinosulfilo/,45.066946,7.683861,No,https://goo.gl/maps/gZEiKJZEHSHxUSYq7
,Trieste,Slackline Trieste,https://www.facebook.com/SlacklineTrieste/,45.651501,13.775234,No,https://goo.gl/maps/u9LP842BFEMMtAzX7
,Tuscany,Movimento Slackline Prato,www.facebook.com/slacklineprato,43.751877,11.244985,No,https://goo.gl/maps/Z9QVfaBYdDxqEpGi9
,Tuscany,Slackline Toscana A.S.D.,www.facebook.com/slacklinetoscana/,43.77105,11.24862,Yes,"https://www.google.com/maps/@43.77105,11.24862,15z"
,Tuscany,Slack’nClimb Tuscany,https://www.facebook.com/groups/SlacknClimb/,43.785914,11.238403,No,https://goo.gl/maps/C5A7vnFWBqdMahsC8
,Valle d’aosta,SLACKLINE VALLE D'AOSTA,www.facebook.com/groups/512584485555585/,45.728976,7.348588,No,https://goo.gl/maps/hN1P6cp6VBYBpxTT8
,Verona,SLACKLINE VERONA,https://www.facebook.com/groups/1482016745394956/,45.433799,10.988866,No,https://goo.gl/maps/DBfGAm4oF7xfUqQT8
34.998931,Kyoto,"京都スラックラインクラブ　Slackline→kyoto,JAPAN",www.fb.com/SlackLineKyotoJapan/,34.998931,135.76483,No,https://goo.gl/maps/o4NijrNwXjKEk5s89
,Yamaguchi,JAPPAAAN,https://www.facebook.com/jappaaanrockgym/,34.046405,131.855944,No,https://goo.gl/maps/HeZ2BgMrYeSq2XcQ8
JORDAN,Countrywide,Slackline Jordan,https://www.facebook.com/groups/576231622421941/,31.531455,36.608116,No,https://goo.gl/maps/n1PWWpGoRBjqPdj67
KUWAIT,Countrywide,Kuwait Climbing,https://www.facebook.com/KuwaitClimbing/,29.285225,47.412347,No,https://goo.gl/maps/Qb8dRqh1EWrTg2NM8
KYRGYZSTAN,Bishkek,Slackline Bishkek,https://www.facebook.com/slacklinebishkek/,42.87462,74.56976,Yes,"https://www.google.com/maps/@42.87462,74.56976,15z"
LATVIA,Countrywide,Slackline in Latvia,https://www.facebook.com/groups/slackline.lv/,56.87963,24.60319,Yes,"https://www.google.com/maps/@56.87963,24.60319,15z"
LEBANON,Countrywide,Slackline Lebanon,https://www.facebook.com/groups/196219180736179/,33.85472,35.86229,Yes,"https://www.google.com/maps/@33.85472,35.86229,15z"
LITHUANIA,Countrywide,Slackline Lithuania,https://www.facebook.com/groups/1657051537862926/,55.430544,23.752139,No,https://goo.gl/maps/v8KFdwDdMH6WdrFZA
,Kaunas,Slackline SESSIONS in Kaunas,https://www.facebook.com/groups/132731226921209/,54.895911,23.902494,No,https://goo.gl/maps/cTtdss9qbtREvRP97
,Klaipėda,Slackline Klaipėda,https://www.facebook.com/groups/840987002586923/,55.700932,21.140971,No,https://goo.gl/maps/GjQNVK6qMdFhNurdA
,Panevėžys,Slackline Panevėžys ☯,https://www.facebook.com/groups/299059203822107/,55.733098,24.356807,No,https://goo.gl/maps/ciLWhPASLtvoZ8M87
,Vilnius,Slackline Vilnius,https://www.facebook.com/groups/624164344270619/,54.684088,25.281791,No,https://goo.gl/maps/TaoWrsemXj719viUA
LUXEMBOURG,Minett,"Slacker, Slackline Community Luxembourg",www.facebook.com/pg/minettslacker/,49.599336,6.124275,No,https://goo.gl/maps/KE3jsRke7KpNxwUH9
MACEDONIA (FYROM),Countrywide,Slackline Macedonia,https://www.facebook.com/groups/1702528610030051/,41.571545,21.708164,No,https://goo.gl/maps/pJCDdSh7VXgRojDv7
MALAYSIA,Countrywide,Slackline Malaysia,https://www.facebook.com/slacklinemalaysiateam/,4.241048,101.998174,No,https://goo.gl/maps/f2q8xo2b3ps4VpkT6
,Kuala Lumpur,Slackline KL,https://www.facebook.com/slacklinekl/,3.086461207,101.6438427,Yes,"https://www.google.com/maps/@3.0864612070909345,101.64384274224841,15z"
MALTA,Countrywide,Slackline Malta,https://www.facebook.com/groups/1594308367484076/,35.91057,14.416693,No,https://goo.gl/maps/dEyn3WQjxdLFrAvZ6
,Countrywide,Slackliner Malta,https://www.facebook.com/slacklinermalta/,35.862016,14.468266,No,https://goo.gl/maps/ZVwTrnHVz2ihHUsT8
MAURITIUS,Countrywide,Slackline Mauritius,https://www.facebook.com/groups/1421690688129857/,-20.099436,57.601767,No,https://goo.gl/maps/MFymBAjeTVGtUYEWA
,Countrywide,Slackline Mauritius,https://www.facebook.com/slackline.mauritius/,-20.312815,57.565371,No,https://goo.gl/maps/SuGYkha9Dsb3LJiF7
MEXICO,Countrywide,México Slackliners,https://www.facebook.com/groups/102279566524709/,23.65199346,-102.6177201,Yes,"https://www.google.com/maps/@23.651993457747977,-102.61772005857044,15z"
,Aguascalientes,Slackline Aguascalientes,www.facebook.com/groups/495087770578055/,21.881516,-102.292651,No,https://goo.gl/maps/y47Nws6R28uaG5328
,Cancun,Slackline Cancun,https://www.facebook.com/groups/411310728900053/,21.16191,-86.85152,Yes,"https://www.google.com/maps/@21.16191,-86.85152,15z"
,Cordoba,Slackline Cordoba,https://www.facebook.com/groups/554743021350783/,18.880396,-96.925675,No,https://goo.gl/maps/fBbDEwnf2jBuiB4d7
,Culiacan,Slackline Culiacán,https://www.facebook.com/Slacklinecln/,24.807452,-107.395299,No,https://goo.gl/maps/rPJp7A8PmtZL3ErWA
,Culiacan,Slackline Culiacán,https://www.facebook.com/groups/803017696428031/,24.805439,-107.40072,No,https://goo.gl/maps/SMY8T4QJS6ofGxgN7
,Guadalajara,Slackline Guadalajara,https://www.facebook.com/groups/1444732232497591/,20.656473,-103.350145,No,https://goo.gl/maps/BdYJEn3iTQXZWV5k7
,Hermosillo,Slackline Hermosillo,https://www.facebook.com/groups/512962625457811/,29.074879,-110.959327,No,https://goo.gl/maps/jXRdsa8Xb813JP2S9
,León,"Quanax Slackline León, Guanajuato y Abasolo",www.fb.com/groups/299677047112166/,21.120984,-101.685937,No,https://goo.gl/maps/d9HqM43JG7RQnUFS8
,Linares,Slackline Linares,https://www.facebook.com/slacklinelinares/,24.861963,-99.562402,No,https://goo.gl/maps/C6SRtmXwZC9ih8jz5
,Mérida,Slackline Yucatán,https://www.facebook.com/groups/1429358327334474/,20.70988,-89.09434,Yes,"https://www.google.com/maps/@20.70988,-89.09434,15z"
,Mérida,Sotuta - In Slack'Ech,https://www.facebook.com/InSlackech/,20.94304283,-88.29334137,Yes,"https://www.google.com/maps/@20.943042830264275,-88.29334136552873,15z"
,Mexico City,Slackline Ciudad de México,https://www.facebook.com/groups/slacklinecdmx/,19.422909,-99.131015,No,https://goo.gl/maps/Zz4qsL2f5LXwrUV1A
,Mexico City,TenochtitLine Slackline Mx,https://www.facebook.com/tenochtitline/,19.2817937,-99.14810381,Yes,"https://www.google.com/maps/@19.2817936966888,-99.1481038084772,15z"
,Monterrey,Slackline Monterrey,https://www.facebook.com/slacklinemonterrey/,25.67453935,-100.3088638,Yes,"https://www.google.com/maps/@25.674539353961222,-100.30886375069177,15z"
,Monterrey,Slacklion Monterrey,https://www.facebook.com/groups/slack.mty/,25.679567,-100.319743,No,https://goo.gl/maps/zfyqpvExjFUcqshg6
,Orizaba,Slackline Orizaba,https://www.facebook.com/groups/334976433367486/,18.849569,-97.104276,No,https://goo.gl/maps/9vvkAyb9BtEgC7vS9
,Puebla,Slackline puebla,https://www.facebook.com/groups/816594185155374/,19.032813,-98.208767,No,https://goo.gl/maps/kFLoJXaPSZgHur817
,Queretaro,Slackline Querétaro,https://www.facebook.com/queretaroslackline/,20.58882,-100.3899,Yes,"https://www.google.com/maps/@20.58882,-100.3899,15z"
,Veracruz,Slackline veracruzॐ,https://www.facebook.com/groups/256733514468128/,18.593295,-95.464893,No,https://goo.gl/maps/o4DVAoh4RdPd7GMm9
,Xalapa,Slackers Xalapa,https://www.facebook.com/groups/118593408191382/,19.541135,-96.911001,No,https://goo.gl/maps/vuvToYVT1wWxj7BF7
MOLDOVA,Countrywide,Slackline Moldova,https://www.facebook.com/slackline.md/,47.41163,28.36988,Yes,"https://www.google.com/maps/@47.41163,28.36988,15z"
,Countrywide,Slackline (Moldova),https://www.facebook.com/groups/296417640434578/,46.956191,28.709735,No,https://goo.gl/maps/BNR2WENC3YtU1qFS7
MONGOLIA,Countrywide,Slacklining Mongolia,https://www.facebook.com/slacklingmongolia/,46.362322,102.590118,No,https://goo.gl/maps/mtF11rqQmMdCk1M58
MYANMAR (BURMA),Countrywide,Myanmar Slackline Community - MSC,www.facebook.com/MyanmarSlacklineCommunity,20.475528,96.094988,No,https://goo.gl/maps/VKnEhL55eyh37JCt5
NEPAL,Kathmandu,Slackline Kathmandu,www.facebook.com/groups/792678837557225/,27.70832,85.321669,No,https://goo.gl/maps/9Ro52z1ZwdCYuwJq5
NETHERLANDS,Countrywide,SlackNED,https://www.facebook.com/SlackNED,52.080162,5.736798,No,https://goo.gl/maps/kPvjUWeHcrBj3ypB9
,Countrywide,Slacklife.nl,https://www.facebook.com/groups/174232476039964/,52.196406,5.675414,No,https://goo.gl/maps/CVEyWGFyFbtHSgst7
,Countrywide,Slacklining Nederland,https://www.facebook.com/groups/slacklining.nederland/,52.13263,5.291266,Yes,"https://www.google.com/maps/@52.13263,5.291266,15z"
,Amsterdam,Slackline group Amsterdam,www.facebook.com/groups/363163180393843/,52.37022,4.895168,Yes,"https://www.google.com/maps/@52.37022,4.895168,15z"
,Apeldoorn,Slackline Apeldoorn,https://www.facebook.com/groups/243594492449563/,52.21116,5.969923,Yes,"https://www.google.com/maps/@52.21116,5.969923,15z"
,Delft,Slackline Delft,www.facebook.com/groups/285528624869096/,52.00922,4.357531,No,https://goo.gl/maps/ivVeH4zBFZMW2QMq7
,Eindhoven,Eindhoven Slackline,https://www.facebook.com/groups/1420424851503917/,51.44164,5.469722,Yes,"https://www.google.com/maps/@51.44164,5.469722,15z"
,Groningen,Slackline Groningen,https://www.facebook.com/groups/157702354291774/,53.21938,6.566502,Yes,"https://www.google.com/maps/@53.21938,6.566502,15z"
,Haarlem,Slacklining Haarlem,https://www.facebook.com/groups/121667184661639/,52.38739,4.646219,Yes,"https://www.google.com/maps/@52.38739,4.646219,15z"
,Hague,Slackline Den Haag (the hague),https://www.facebook.com/groups/1405149596411227,"52.064325,",4.300233,No,https://goo.gl/maps/VJeByjUdHLG4Srrv9
,Leeuwarden,Slackline Leeuwarden,www.facebook.com/groups/SlacklineLeeuwarden/,53.20123,5.799913,Yes,"https://www.google.com/maps/@53.20123,5.799913,15z"
,Rotterdam,Slackline Rotterdam,https://www.facebook.com/groups/slacklinerotterdam/,51.92442,4.477733,Yes,"https://www.google.com/maps/@51.92442,4.477733,15z"
,Tilburg,Slackline Tilburg,https://www.facebook.com/groups/278958428884196/,51.5606,5.091914,Yes,"https://www.google.com/maps/@51.5606,5.091914,15z"
,Utrecht,Slackline Utrecht,https://www.facebook.com/groups/Slackline.Utrecht/,52.086085,5.117525,No,https://goo.gl/maps/znqqm6ytxjauPJTG9
,Wageningen,Slackline Wageningen,https://www.facebook.com/groups/155433751268503/,51.96919,5.665395,Yes,"https://www.google.com/maps/@51.96919,5.665395,15z"
,Zwolle,Slackline Zwolle,https://www.facebook.com/groups/144626262375154/,52.51677,6.083022,Yes,"https://www.google.com/maps/@52.51677,6.083022,15z"
NEW ZEALAND,Countrywide,New Zealand Highline,https://www.facebook.com/groups/245659755765821/,-42.040905,172.55952,No,https://goo.gl/maps/RMuEJ9ftqmph5GLZ9
,Countrywide,New Zealand Highline Association,www.facebook.com/groups/1716208875315145/,-42.040873,172.559263,No,https://goo.gl/maps/vMeukuz5iNuBUUhe9
,Countrywide,New Zealand Slacklining Community,www.facebook.com/groups/NZslacklineCommunity/,-42.02385014,172.2757816,Yes,"https://www.google.com/maps/@-42.023850141379064,172.27578160863027,15z"
,Auckland,Auckland University Slackline people,www.fb.com/groups/462833687199383,-36.82744,174.7967,Yes,"https://www.google.com/maps/@-36.82744,174.7967,15z"
,Christchurch,Christchurch Slackline,fb.com/groups/slackline.christchurch/,-43.53205,172.6362,Yes,"https://www.google.com/maps/@-43.53205,172.6362,15z"
,Dunedin,Dunedin Slackline,fb.com/groups/DunedinSlackline,-45.83213305,170.5957533,Yes,"https://www.google.com/maps/@-45.8321330497318,170.595753268211,15z"
,Nelson,Nelson Slacklining,https://www.facebook.com/groups/340867742759589/,-41.294233,173.243604,No,https://goo.gl/maps/epr3Jrj4wLbiuUN28
,Queenstown,Slacklife Queenstown,fb.com/groups/439915126178902/,-45.02434488,168.6639466,Yes,"https://www.google.com/maps/@-45.024344875852115,168.66394664982715,15z"
,Wanaka,Slackline Wanaka,www.facebook.com/groups/1095394930498224/,-44.704338,169.130604,No,https://goo.gl/maps/7C3z5TZYKpPaSTWWA
,Wellington,Wellington Slackline Collective,fb.com/groups/238993336277381/,-41.29201097,174.7710787,Yes,"https://www.google.com/maps/@-41.292010966406465,174.77107865205357,15z"
,Whangarei,Whangarei Slackline Association,www.facebook.com/groups/226761907518526/,-35.708728,174.315845,No,https://goo.gl/maps/8gSPmoTg6puXKei37
NICARAGUA,Countrywide,Slackline Nicaragua,https://www.facebook.com/SlacklineNicaragua/,12.725423,-85.324062,No,https://goo.gl/maps/BdWkuPGsAgAWiZBk7
NORWAY,Bergen,Bergen Slakkline,https://www.facebook.com/groups/107409712755/,60.39126,5.322054,Yes,"https://www.google.com/maps/@60.39126,5.322054,15z"
,Bergen,Slackline Bergen,https://www.facebook.com/groups/1614146918613825,60.387632,5.317219,No,https://goo.gl/maps/SDUhZtdzLjAx6LjM8
,Drammen,Slackline Drammen,https://www.facebook.com/groups/1445124418885272/,59.743259,10.204393,No,https://goo.gl/maps/ThWAS9N8BbExgKmq7
,Fredrikstad,Fredrikstad slakkline,https://www.facebook.com/groups/1789704017923019/,59.221975,10.931567,No,https://goo.gl/maps/Q5n7cZhHaX7dt6uh8
,Haugesund,Haugesund Slakkline,https://www.facebook.com/groups/483594685063664/,59.414309,5.266469,No,https://goo.gl/maps/QfqhuX8tXZXBYq5L8
,Kongsberg,Kongsberg Slackline,https://www.facebook.com/groups/1391991274350734/,59.669164,9.651142,No,https://goo.gl/maps/tsHnPjYjzZ36e2mu5
,Kongsberg,Slackline Kongsberg,https://www.facebook.com/groups/553730138022443/,59.669218,9.651464,No,https://goo.gl/maps/igUNpB8MAmJj52FF7
,Oslo,Slackline Oslo,https://www.facebook.com/groups/311901485553492/,59.91387,10.75224,Yes,"https://www.google.com/maps/@59.91387,10.75224,15z"
,Skien,Slakkline Skien,https://www.facebook.com/groups/200091553481193/,59.209555,9.604149,No,https://goo.gl/maps/dpWA1jj9fmv9JNdEA
,Stavanger,Slakkline i Stavanger,https://www.facebook.com/groups/27820293142/,58.97022,5.734403,No,https://goo.gl/maps/mVZ1Dm3yTCB1TaSu7
,Stavanger,Slackline Stavanger,https://www.facebook.com/groups/1537930143094950/,58.970237,5.734178,No,https://goo.gl/maps/HUnQSpfnKiuG6cEe7
,Tønsberg,Tønsberg Slakkline,https://www.facebook.com/groups/135138373291505/,59.267452,10.407711,No,https://goo.gl/maps/EcMzVDnLspcJaqvL8
,Tromsø,slackline Tromsø,https://www.facebook.com/groups/115966465724838/,69.650274,18.95242,No,https://goo.gl/maps/5jTNFkjcDCrKMzpw6
,Trondheim,Lineforeningen (Slackline Trondheim),www.fb.com/groups/1488420731483860/,63.43052,10.39505,Yes,"https://www.google.com/maps/@63.43052,10.39505,15z"
PALESTINE,Countrywide,Wadi Climbing,https://www.facebook.com/wadiclimbing/,31.888313,35.23192,No,https://goo.gl/maps/33PiYcLsoSeLeuiT7
PANAMA,Countrywide,Los Locos de la Cinta - PANAMA,https://www.facebook.com/groups/782178865203524/,8.540604,-80.78186,Yes,"https://www.google.com/maps/@8.540604,-80.78186,15z"
,Countrywide,Slackline Panama,https://www.facebook.com/groups/Slacklinepanama/,8.986094646,-79.52865056,Yes,"https://www.google.com/maps/@8.986094646336483,-79.52865055550582,15z"
,Countrywide,Slackline Panama,https://www.facebook.com/slacklinepanama/,8.713587,-80.329434,No,https://goo.gl/maps/uySw44X7SJexcUHu5
PARAGUAY,Countrywide,Slackline Paraguay,https://www.facebook.com/SlacklineParaguay/,-23.264321,-58.547756,No,https://goo.gl/maps/jsn7DF97Nkrvvpsw8
PERU,Countrywide,Slackliners Peru,https://www.facebook.com/groups/455815764457566/,-10.3957664,-75.31614323,Yes,"https://www.google.com/maps/@-10.395766403694964,-75.31614322570273,15z"
,Arequipa,Arequipa Slacklife,https://www.facebook.com/groups/457280737768276/,-16.40652,-71.537467,No,https://goo.gl/maps/YVT455XFpTSaKuQH7
,Ica,Ica Slacklife,https://www.facebook.com/groups/196380460544550/,-14.076834,-75.734589,No,https://goo.gl/maps/oKjNGW6qofy8NKZk9
,Ica,Slackline Huacachina,https://www.facebook.com/Slackline-Huacachina-149649148534122/,-14.086491,-75.7636,No,https://goo.gl/maps/fvZhfu1QhV1utMFz7
,Cusco,Slacklife Cusco,https://www.facebook.com/groups/390601667723119/,-13.51010574,-71.97504173,Yes,"https://www.google.com/maps/@-13.5101057437987,-71.9750417343205,15z"
,Iquitos,Slackline Iquitos,https://www.facebook.com/groups/1654482541434510/,-3.982212,-79.21266,Yes,"https://www.google.com/maps/@-3.982212,-79.21266,15z"
,Lima,Parkour Slackline Malabarismo Rapel Puenting Parapente Paracaidismo en Lima,www.fb.com/groups/514488528756812/,-12.047497,-77.047311,No,https://goo.gl/maps/PewkgGhjMBmhoXHH8
,Tacna,Slack acka en tacna,https://www.facebook.com/groups/463978803658003/,-18.015192,-70.25167,No,https://goo.gl/maps/HzQENm5kcz1myfNL6
PHILIPPINES,Countrywide,Slackline Pilipinas,https://www.facebook.com/groups/151589025015030/,14.567843,120.9842352,Yes,"https://www.google.com/maps/@14.567843001621142,120.98423521678535,15z"
POLAND,Countrywide,Akcje highlinowe Polska,https://www.facebook.com/groups/130489630381100/,51.91944,19.14514,Yes,"https://www.google.com/maps/@51.91944,19.14514,15z"
,Countrywide,Slackline Bazar PL,https://www.facebook.com/groups/257544307698804/,51.91944,19.14514,Yes,"https://www.google.com/maps/@51.91944,19.14514,15z"
,Countrywide,SlackChat PL,https://www.facebook.com/groups/219793414836323/,51.91944,19.14514,Yes,"https://www.google.com/maps/@51.91944,19.14514,15z"
,Countrywide,SlackOn,https://www.facebook.com/SlackOnPL/,51.91944,19.14514,Yes,"https://www.google.com/maps/@51.91944,19.14514,15z"
,Countrywide,Highline dla początkujących,https://www.facebook.com/groups/563265947622838/,52.784797,18.458671,No,https://goo.gl/maps/83DUkHiHbV8iS4dX9
,Biała Podlaska,Slackline Biała Podlaska,www.facebook.com/groups/188246078016938/,52.03871,23.1445,Yes,"https://www.google.com/maps/@52.03871,23.1445,15z"
,Białystok,Slackline Białystok,https://www.facebook.com/groups/426400494076138/,53.13249,23.16884,Yes,"https://www.google.com/maps/@53.13249,23.16884,15z"
,Bielsko-Biała,Slackline Bielsko,https://www.facebook.com/groups/279192868915669/,49.82238,19.05838,Yes,"https://www.google.com/maps/@49.82238,19.05838,15z"
,Bydgoszcz,Slackline Bydgoszcz,https://www.facebook.com/groups/1406643109559822/,53.12348,18.00844,Yes,"https://www.google.com/maps/@53.12348,18.00844,15z"
,Dzierżoniów,Slackline Dzierżoniów,https://www.facebook.com/groups/682946961732296/,50.73086,16.65679,Yes,"https://www.google.com/maps/@50.73086,16.65679,15z"
,Inowrocław,Slackline Inowrocław,https://www.facebook.com/groups/904701936212286/,52.79933,18.2562,Yes,"https://www.google.com/maps/@52.79933,18.2562,15z"
,Jelenia Góra,Slackline Jelenia Góra,https://www.facebook.com/groups/749872751826848/,50.90287478,15.73468952,Yes,"https://www.google.com/maps/@50.90287477572315,15.73468952218738,15z"
,Katowice,Slackline Katowice,https://www.facebook.com/groups/261455523996344/,50.26489,19.02378,Yes,"https://www.google.com/maps/@50.26489,19.02378,15z"
,Kielce,Slackline Kielce,https://www.facebook.com/groups/SlacklineKielce/,50.86608,20.62857,Yes,"https://www.google.com/maps/@50.86608,20.62857,15z"
,Kraków,Slackline Kraków,https://www.facebook.com/groups/343776159039263/,50.06465,19.94498,Yes,"https://www.google.com/maps/@50.06465,19.94498,15z"
,Kudowa-Zdrój,Slackline / Wspinaczka - Kudowa-Zdrój,www.fb.com/groups/590115154374821/,50.44271,16.24266,Yes,"https://www.google.com/maps/@50.44271,16.24266,15z"
,Łódź,Slackline Łódź,https://www.facebook.com/groups/140846886039881/,51.75925,19.45598,Yes,"https://www.google.com/maps/@51.75925,19.45598,15z"
,Lubin,Slackline Lubin,https://www.facebook.com/groups/582310955139603/,51.24756861,22.55398752,Yes,"https://www.google.com/maps/@51.24756860734496,22.55398752398699,15z"
,Lubin,Slackline Lublin,https://www.facebook.com/groups/251917658172393/,51.402387,16.192235,No,https://goo.gl/maps/ezZJZBifYodsPhNo8
,Oława,Slackline Oława,https://www.facebook.com/groups/572479572858569/,50.94593,17.2924,Yes,"https://www.google.com/maps/@50.94593,17.2924,15z"
,Olsztyn,Slackline Olsztyn,https://www.facebook.com/groups/1467105526931022/,53.77842,20.48012,Yes,"https://www.google.com/maps/@53.77842,20.48012,15z"
,Opole,Slackline Opole,https://www.facebook.com/groups/1616680595213501/,50.67511,17.9213,Yes,"https://www.google.com/maps/@50.67511,17.9213,15z"
,Piła,Slackline Piła,https://www.facebook.com/groups/987648581280459/,53.15097,16.73823,Yes,"https://www.google.com/maps/@53.15097,16.73823,15z"
,Płock,Slackline Płock,https://www.facebook.com/groups/107385732798492/,52.54634,19.70654,Yes,"https://www.google.com/maps/@52.54634,19.70654,15z"
,Płock,Slackline Płock,https://www.facebook.com/SlacklinePlock/,52.542006,19.690318,No,https://goo.gl/maps/mmFbvKxU8nGLSJWy8
,Polanica-Zdrój,Slackline Polanica-Zdrój,www.facebook.com/groups/1537028276610232/,50.41191,16.51481,Yes,"https://www.google.com/maps/@50.41191,16.51481,15z"
,Poznań,Slackline Poznań,https://www.facebook.com/groups/slacklinepoznan/,52.40638,16.92517,Yes,"https://www.google.com/maps/@52.40638,16.92517,15z"
,Rzeczka-Walim,Slackline Rzeczka - Walim,www.facebook.com/groups/313535965420881/,50.66902,16.45827,Yes,"https://www.google.com/maps/@50.66902,16.45827,15z"
,Rzeszów,SlackRes (Slackline Rzeszow),https://www.facebook.com/groups/1429362413967606/,50.04119,21.99912,Yes,"https://www.google.com/maps/@50.04119,21.99912,15z"
,Rzeszów,SlackRes - Slackline Rzeszów,https://www.facebook.com/SlackRes,50.032258,22.004238,No,https://goo.gl/maps/auEuawsujPjjAKvc8
,Sopot,SlackLine Sopot Days,https://www.facebook.com/groups/1914588392130758/,54.445115,18.56356,No,https://goo.gl/maps/9tUvB6CECyTfXVsn6
,Szczecin,slackline.szczecin,https://www.facebook.com/groups/1581440775466325/,53.42854,14.55281,Yes,"https://www.google.com/maps/@53.42854,14.55281,15z"
,Tarnowskie Góry,Slackline TG,https://www.facebook.com/groups/225363607512985/,50.43595,18.84603,Yes,"https://www.google.com/maps/@50.43595,18.84603,15z"
,Toruń,Slackline Toruń,https://www.facebook.com/groups/slcklinetorun/,53.01379,18.59844,Yes,"https://www.google.com/maps/@53.01379,18.59844,15z"
,Trójmiasto,SLACKLINE 3MIASTO,https://www.facebook.com/groups/213600408790113/,54.35845,18.64675,Yes,"https://www.google.com/maps/@54.35845,18.64675,15z"
,Tychy,Slackline Tychy,https://www.facebook.com/groups/798172550227152/,50.1218,19.02,Yes,"https://www.google.com/maps/@50.1218,19.02,15z"
,Wadowice,Slackline Wadowice,https://www.facebook.com/groups/1115844621765937/,49.88279,19.49396,Yes,"https://www.google.com/maps/@49.88279,19.49396,15z"
,Warszawa,Slackline Warszawa w Parku Skaryszewskim,www.fb.com/groups/411385045555348/,52.22968,21.01223,Yes,"https://www.google.com/maps/@52.22968,21.01223,15z"
,Warszawa,Slackline Warszawa,https://www.facebook.com/groups/slackline.warszawa/,52.243631,21.046157,No,https://goo.gl/maps/zxaRVGBkqvK4d4so7
,Warszawa,Natolin Slacklife,https://www.facebook.com/groups/812068012253395/,52.241785,21.045634,No,https://goo.gl/maps/iYxXiaRaNFwBeCUK6
,Wieliczka,Slackline Wieliczka,https://www.facebook.com/groups/298987180252490/,52.241877,21.045366,No,https://goo.gl/maps/ywGeXbzMNU9pYyNt8
,Wrocław,Slackline Wrocław,https://www.facebook.com/groups/137728586266069/,51.10788,17.03854,Yes,"https://www.google.com/maps/@51.10788,17.03854,15z"
,Wrocław,Slackline Wrocław,https://www.facebook.com/SlacklineWroclaw/,51.109107,17.029277,No,https://goo.gl/maps/g32J5x6WvWwmQ64V8
,Zabrze,Slackline Zabrze,https://www.facebook.com/groups/290844527675377/,50.32493,18.78572,Yes,"https://www.google.com/maps/@50.32493,18.78572,15z"
,Zakopane,SLACKLINE ZAKOPANE i OKOLICE,www.facebook.com/groups/183398745495459/,49.29669583,19.94854961,Yes,"https://www.google.com/maps/@49.29669582536644,19.948549605348262,15z"
