Country/State,City/Region,Group Name,Link,Latitude,Longitude,Merged?,Map Link
,Curicó,Slackline Curico,https://www.facebook.com/groups/501038289996786/,-34.974511,-71.231838,No,https://goo.gl/maps/2mg9ejp1hTTXbC1HA
,Iquique,Slackline Iquique,https://www.facebook.com/Slackline-Iquique-587292378274406/,-20.218417,-70.151536,No,https://goo.gl/maps/yehiNw3G5RVybEmi6
,La Serena,Slackline en La Serena,https://www.facebook.com/groups/125375210900744/,-29.900378,-71.254697,No,https://goo.gl/maps/6rHgxzdUqsQB2HCRA
,Osorno,Slackline osorno,https://www.facebook.com/groups/451707534886061/,-40.574257,-73.135818,No,https://goo.gl/maps/Jk8HXHwZKRqatbyn7
,Paine,SLACKLINE CHILE (paine),https://www.facebook.com/groups/290683957619540/,-33.810455,-70.739422,No,https://goo.gl/maps/aPMKujLseqEpDG6B9
,Pucón,Slackline playa Pucón,https://www.facebook.com/groups/904335996331714/,-39.275239,-71.975263,No,https://goo.gl/maps/xvJGJVLN84mW9tgVA
,Puerto Montt,Slackline Puerto Montt,https://www.facebook.com/groups/742835899162310/,-41.472549,-72.941526,No,https://goo.gl/maps/XXSPXCJWCP63MKf16
,Rengo,Slackline Rengo,https://www.facebook.com/groups/1561517457422196/,-34.404197,-70.860888,No,https://goo.gl/maps/yNjkWGxweXNQEGGt8
,San Antonio,San Antonio Slackline,https://www.facebook.com/SlackchileSanAntonioline/,-33.595962,-71.610672,No,https://goo.gl/maps/zboKEz9Z4e8XF5au5
,San Felipe,SlackLife San Felipe,https://www.facebook.com/groups/516342545146700/,-32.755175,-70.721947,No,https://goo.gl/maps/H51hNz3SvLjCv1yC6
,San Felipe,Slack Line San Felipe,https://www.facebook.com/groups/454806227920381/,-32.747126,-70.729758,No,https://goo.gl/maps/S6DKyrvc5q2boaPY6
,Santiago,Santiago Slackline,https://www.facebook.com/groups/356446821095653/,-33.44889,-70.66927,Yes,"https://www.google.com/maps/@-33.44889,-70.66927,15z"
,Santiago,Santiago Urbano,https://www.facebook.com/Santiago-Urbano-168833863240385/,-33.452614,-70.675963,No,https://goo.gl/maps/7ncwH2x99fRGKgnA6
,Talca,SlackLine en Talca,https://www.facebook.com/groups/152089578537921/,-35.427761,-71.657315,No,https://goo.gl/maps/tJYn9JosGBvCZ4fy9
,Temuco,Araucania Slackline Temuco,https://www.facebook.com/araucaniaslackline/,-38.738604,-72.590202,No,https://goo.gl/maps/cahDoUic8xZ7ntfB8
,Tocopilla,Slackline Tocopilla,https://www.facebook.com/groups/541517895951547/,-22.08388,-70.192434,No,https://goo.gl/maps/9FjRHvoW9J6AQH1B9
,Valdivia,Club Deportivo Slackline Valdivia,www.facebook.com/groups/213722228694796/,-39.81485,-73.246571,No,https://goo.gl/maps/NJkX6K4PqJEYjNDT9
,Viña del Mar,Slackline Viña del Mar,https://www.facebook.com/groups/287467638061268/,-33.01535,-71.55003,Yes,"https://www.google.com/maps/@-33.01535,-71.55003,15z"
CHINA,Countrywide,Slackline China,https://www.facebook.com/slacklinechina/,35.3143,103.348421,No,https://goo.gl/maps/2C1nTZzpZzqqG1eX8
,Countrywide,Slackline China,https://www.facebook.com/groups/239052822860137/,35.86166,104.1954,Yes,"https://www.google.com/maps/@35.86166,104.1954,15z"
,Beijing,Beijing Slackline,https://www.facebook.com/groups/336843556416003/,39.886169,116.411057,No,https://goo.gl/maps/S7FqfGfcmxHo4AWH7
,Hong Kong,Slackline HKUST (Hong Kong University of Science and Technology),www.fb.com/groups/595534537256761/,22.304182,114.169185,No,https://goo.gl/maps/dam8wR4EXehFGcFF8
,Hong Kong,Slacklining Hong Kong,https://www.facebook.com/SlackliningHongKong/,22.39643,114.1095,Yes,"https://www.google.com/maps/@22.39643,114.1095,15z"
,Shanghai,Slackline Shanghai,https://www.facebook.com/SlacklineShanghai,31.212766,121.479727,No,https://goo.gl/maps/s6BH8KmrMYBFhr4U9
COLOMBIA,Countrywide,"""Linea de Vida"" (Slackline Colombia)",https://www.facebook.com/groups/504800459867814/,3.173366,-74.113611,No,https://goo.gl/maps/7F8MeDZ8F7271haS9
,Countrywide,Slackline Colombia (Mujeres),https://www.facebook.com/groups/130339827161329/,3.17541713,-72.30915796,Yes,"https://www.google.com/maps/@3.1754171297568945,-72.30915796467167,15z"
,Countrywide,Bananas Colombia,https://www.facebook.com/BananasColombia/,3.755123,-73.121574,No,https://goo.gl/maps/yWryDhPrbgbPktDc7
,Armenia,Slack-line Armenia,https://www.facebook.com/groups/1733830196832239/,4.533102,-75.672653,No,https://goo.gl/maps/GiZG6D2N8bHD1EbVA
,Bogotá,Bogota Slackers (Slackline Colombia),www.facebook.com/groups/bogotaslackers/,4.636574441,-74.08431017,Yes,"https://www.google.com/maps/@4.6365744408158776,-74.08431016842341,15z"
,Bogotá,BOGOTA SlackLine,www.facebook.com/groups/212763555459167/,4.710989,-74.07209,Yes,"https://www.google.com/maps/@4.710989,-74.07209,15z"
,Bogotá,"Slackline EquilibrArte Bogotá, Cultura Slako Colombia Slacklines",www.fb.com/groups/271371873002692/,4.706727,-74.07802,No,https://goo.gl/maps/ZjrgbbuvGHSkfovV9
,Bogotá,Vida en el Aire,https://www.facebook.com/lavidaenelaire/,4.713969,-74.073938,No,https://goo.gl/maps/DCfFtgPemicEzF85A
,Bucaramanga,Natural Slacklines Bucaramanga,www.fb.com/groups/122126474519777/,7.11866,-73.125925,No,https://goo.gl/maps/SjH9SQBRwKNFcvb97
,Cartagena,Slackline Cartagena,https://www.facebook.com/groups/1570954413174704/,10.391822,-75.487969,No,https://goo.gl/maps/Fn3ZosyTVrUp6Afw8
,Cartagena,Yoga and Slackline Cartagena,https://www.facebook.com/groups/1040214769415850,10.39604,-75.481806,No,https://goo.gl/maps/sZRRxy5SNyzowBjp7
,Medellin,Holgazanes Slackline,https://www.facebook.com/groups/1460051027640929/,6.24029,-75.565217,No,https://goo.gl/maps/Te4DMmjnKATzdGrR8
,Medellin,Slacklife Medallo,https://www.facebook.com/groups/321461264640064/,6.250279,-75.575836,No,https://goo.gl/maps/77wA9CTRyHCLHqBn8
,Medellin,Slack Art Medellin,https://www.facebook.com/groups/407527742715877/,6.251064,-75.566017,No,https://goo.gl/maps/kzQBXguwXKSvqe6u9
,Pereira,Slackline Pereira,https://www.facebook.com/groups/1550317771859919/,4.813671,-75.693343,No,https://goo.gl/maps/xRz4D45FjMpKGZkU9
,Popayán,Popayán Slackers,https://www.facebook.com/groups/689604704435386/,2.439202,-76.606115,No,https://goo.gl/maps/c3EWbj8xswrjqF457
COSTA RICA,Countrywide,Slacklines Costa Rica,https://www.facebook.com/SlacklineCR/,9.748917,-83.75343,Yes,"https://www.google.com/maps/@9.748917,-83.75343,15z"
CROATIA,Pula,Pula Urban Highline Meeting,www.facebook.com/PulaUrbanHighlineMeeting/,44.870824,13.850712,No,https://goo.gl/maps/TkcHNvSuWav4rZjW6
,Pula,Unity TWG,https://www.facebook.com/UnityTWG/,44.867982,13.844117,Yes,https://goo.gl/maps/BBR4EQaD2SWvHKJSA
,Rijeka,Slackline Rijeka,https://www.facebook.com/groups/slacklinerijeka/,45.32706,14.44218,Yes,"https://www.google.com/maps/@45.32706,14.44218,15z"
,Sisak,Slackline Sk😈,https://www.facebook.com/groups/360599614410109/,45.481279,16.374247,No,https://goo.gl/maps/yvnsQDVZKqjTCtgY6
,Split,Slackland (ketlend),https://www.facebook.com/groups/1438173046482212/,43.51305214,16.43790133,Yes,"https://www.google.com/maps/@43.51305214039064,16.437901326203473,15z"
,Vukovar,Slackline Vukovar (and other impossible skills),fb.com/groups/1744961419071897,45.342864,19.00087,No,https://goo.gl/maps/cc8E2Uv75kJy3enN7
,Zadar,Flō Slackline Zadar,https://www.facebook.com/groups/1054178381375412/,44.11937,15.23137,Yes,"https://www.google.com/maps/@44.11937,15.23137,15z"
,Zagreb,Slackline Zagreb,https://www.facebook.com/groups/Slackline.Zagreb/,45.81501,15.98192,Yes,"https://www.google.com/maps/@45.81501,15.98192,15z"
CYPRUS,Countrywide,Cyprus Slackliners,https://www.facebook.com/groups/1415948708713113/,34.997605,33.255111,No,https://goo.gl/maps/Lpasz9bENTGfHoob9
CZECH REPUBLIC,Countrywide,Lajny - kdy a kde?,https://www.facebook.com/groups/slacklinecz/,49.81749,15.47296,Yes,"https://www.google.com/maps/@49.81749,15.47296,15z"
,Countrywide,Bazar vybavení,https://www.facebook.com/groups/slacklineczbazar/,49.81749,15.47296,Yes,"https://www.google.com/maps/@49.81749,15.47296,15z"
,Beskydy Mountains,Slackline Beskydy,www.facebook.com/groups/1455828234700453/,49.54393,20.14344,Yes,"https://www.google.com/maps/@49.54393,20.14344,15z"
,Brno,"SlackLine ""Lajna"" Brno",https://www.facebook.com/groups/lajnabrno/,49.194099,16.593968,No,https://goo.gl/maps/BoQh95bu6PnCTRgcA
,Brno,Slackline ~ SLACKLIFE ~ Brno,https://www.facebook.com/groups/102928753105777/,49.194631,16.613366,No,https://goo.gl/maps/NdMaGP7ksWvKUoLQ9
,České Budějovice,Slackline ČB,https://www.facebook.com/groups/569709269741199/,48.982884,14.477922,No,https://goo.gl/maps/FiWJz5UmhsHxDRV5A
,Chomutov,Slackline Chomutov,https://www.facebook.com/groups/245477665647737/,50.460793,13.416421,No,https://goo.gl/maps/5mwjETVttyeiqyJb9
,Dobříš a okolí,Lajny - Dobříš a okolí,https://www.facebook.com/groups/1579658302309442/,49.78114,14.16717,Yes,"https://www.google.com/maps/@49.78114,14.16717,15z"
,Hradec Králové,Slackline Hradec Králové,www.facebook.com/groups/178428682210471/,50.21036,15.82521,Yes,"https://www.google.com/maps/@50.21036,15.82521,15z"
,Karlovy Vary,slackline a climbing K.Vary,https://www.facebook.com/groups/365982720117125,50.23185,12.87196,Yes,"https://www.google.com/maps/@50.23185,12.87196,15z"
,Kolín,Lajny Kolín,https://www.facebook.com/groups/545114838944770/,50.022708,15.203181,No,https://goo.gl/maps/ZkWdJvoqoJX9hrjs7
,Liberec,Slackline Liberec,https://www.facebook.com/groups/lajnari.lbc/,50.76628,15.05434,Yes,"https://www.google.com/maps/@50.76628,15.05434,15z"
,Nymburk,Slack pod hradbami (Nymburk),www.facebook.com/groups/509437709112079/,50.187639,15.043062,No,https://goo.gl/maps/6Cp2rJYnnub6GQsu7
,Olomouc,Slackline Olomouc,https://www.facebook.com/SlacklineOlomouc/,49.59378,17.25088,Yes,"https://www.google.com/maps/@49.59378,17.25088,15z"
,Opava,Slackline Opava,https://www.facebook.com/groups/162700117135510/,49.944511,17.89865,No,https://goo.gl/maps/qY9UwKLxYVmVcREh7
,Ostrava,Slackline Ostrava,https://www.facebook.com/groups/225282337487422/,50.30593,12.93908,Yes,"https://www.google.com/maps/@50.30593,12.93908,15z"
,Pardubice,Perníková lajna,https://www.facebook.com/groups/202419926446209/,50.03431,15.7812,Yes,"https://www.google.com/maps/@50.03431,15.7812,15z"
,Písek,Slackline písek,https://www.facebook.com/groups/slackline.pisek/,49.297897,14.157683,No,https://goo.gl/maps/65Kbiv84R8YnLsbL6
,Plzeň,Pilsner slackliners,https://www.facebook.com/groups/127897497260437/,49.73843,13.37364,Yes,"https://www.google.com/maps/@49.73843,13.37364,15z"
,Prague,Lajny - kdy a kde?,https://www.facebook.com/groups/slacklinecz/,50.076906,14.418999,Yes,"https://www.google.com/maps/@50.076906,14.418999,13.35z"
,Rožnov,Lajna Rožnov a okolí,https://www.facebook.com/groups/124621760907278/,49.45853,18.14303,Yes,"https://www.google.com/maps/@49.45853,18.14303,15z"
,Strakonice,Hračičky Strakonice,https://www.facebook.com/groups/206868449329272/,49.258764,13.909032,No,https://goo.gl/maps/run4ityxnnE1X2fYA
,Šumperk,Slackline Šumperk a okolí,https://www.facebook.com/groups/610582835673550/,49.973417,16.967741,No,https://goo.gl/maps/snbd4WHiQSeM4Bor7
,Třebíč,Slackline Třebíč,https://www.facebook.com/groups/Slackline.Trebic/,49.216692,15.880307,No,https://goo.gl/maps/DBJQLZ6zWZrctCT2A
,Třinec,GB Slackline Třinec,www.facebook.com/groups/277314522435984/,49.216692,15.880307,No,https://goo.gl/maps/DBJQLZ6zWZrctCT2A
,Třinec,Pojme natáhnout! (Slackline Třinec),www.facebook.com/groups/1390430897898137/,49.67763,18.67079,Yes,"https://www.google.com/maps/@49.67763,18.67079,15z"
,Uničov,Slackline Uničov,https://www.facebook.com/groups/492181404322750,49.77037,17.121571,No,https://goo.gl/maps/WMLseR21AEcNmHX36
,Ústí nad Labem,SlackLine UL,https://www.facebook.com/groups/286093041467737,50.663659,14.053176,No,https://goo.gl/maps/qUahxzxdnv9Az51dA
,Vrchlabí a Trutnov,VrchTrů Slackers,https://www.facebook.com/groups/vrchtru.slackers/,50.63447,15.606595,No,https://goo.gl/maps/qqP6xdJVS5XgXPmF8
,Vysočina,Lajny - Vysočina,https://www.facebook.com/groups/808442622507497/,49.396348,15.677597,No,https://goo.gl/maps/esyDUWKPKgjD4pdH7
DENMARK,Countrywide,Slackline.dk,https://www.facebook.com/slackline.dk/,55.535949,10.106151,No,https://goo.gl/maps/beCAzc45ueJrhpVk7
,Aalborg,Slackline Aalborg,https://www.facebook.com/groups/241134839373252/,57.039608,9.932603,No,https://goo.gl/maps/8m8V6Kym2TyVL7LUA
,Aarhus,Slackline Aarhus,https://www.facebook.com/groups/113988152063715/,56.16294,10.20392,Yes,"https://www.google.com/maps/@56.16294,10.20392,15z"
,Copenhagen,Slackline CPH,https://www.facebook.com/groups/SlacklineCopenhagen/,55.6761,12.56834,Yes,"https://www.google.com/maps/@55.6761,12.56834,15z"
,Esbjerg,Slackline - Esbjerg,https://www.facebook.com/groups/139774162900467/,55.46747,8.457601,No,https://goo.gl/maps/LpENoMqqsz3Ps4jP6
,Horsens,SLACKLINE & CLIMBING in VIA University,www.fb.com/groups/341040822696760,55.85486,9.847683,No,https://goo.gl/maps/3fAAo35AAsQsT1HW8
,Odense,Slackline Odense,https://www.facebook.com/groups/449780355073322/,55.38794,10.395131,No,https://goo.gl/maps/eiTtBQ5dVXwuawWG8
,Randers,Slackline Randers,https://www.facebook.com/groups/1029707253724578,56.446836,10.048277,No,https://goo.gl/maps/hH8KGJiq6qHWXP6b9
,Silkeborg,Slackline Silkeborg,https://www.facebook.com/groups/203667156335970/,56.171749,9.555575,No,https://goo.gl/maps/mipM3J4mgdSHAGDD7
ECUADOR,Countrywide,Los Locos de la Cinta - Slackline Ecuador,www.facebook.com/groups/1492930747598739,-1.831239,-78.1834,Yes,"https://www.google.com/maps/@-1.831239,-78.1834,15z"
,Cuenca,Slackline CUENCA,https://www.facebook.com/groups/373143052837139/,-2.900129,-79.0059,Yes,"https://www.google.com/maps/@-2.900129,-79.0059,15z"
,Guayaquil,Slackline Club Guayaquil,https://www.facebook.com/groups/608236322593762/,-2.205967,-79.88939,No,https://goo.gl/maps/ZzNhSBXVUAXSJdMb8
,Portoviejo,Slackline Portoviejo,https://www.facebook.com/groups/330325977164581/,"-1.061904,",-80.453219,No,https://goo.gl/maps/8piLaNeqEzN3Z9ef6
,Puyo,SlackLine Puyo,https://www.facebook.com/groups/537113856471289/,-1.492035,-77.999904,No,https://goo.gl/maps/wERavwVRpx3JHcZE8
EGYPT,Countrywide,Slack Egypt,https://www.facebook.com/slackegypt/,28.108165,29.045318,No,https://goo.gl/maps/gMWEE8XvLmVBH7fXA
,Countrywide,Slack Egypt Public Group,https://www.facebook.com/groups/2235426153164896/,29.979048,31.134116,No,https://goo.gl/maps/Eo8dHUdAqeoTw1vm6
ESTONIA,Countrywide,Eesti Slackline,https://www.facebook.com/groups/gibbon.estonia/,58.403526,25.706238,No,https://goo.gl/maps/pQo92RUw58dgRYrf6
ETHIOPIA,Countrywide,"Rock Climbers, Ethiopia",https://www.facebook.com/groups/119822356270/,7.588135,39.583598,No,https://goo.gl/maps/Mt5rTnmHC3jj8pLHA
FINLAND,Countrywide,Slackline Finland,https://www.facebook.com/groups/1750239775251576/,62.639794,26.591135,No,https://goo.gl/maps/1e3P6FbxjaRacPFTA
,Helsinki,Slackline @ Helsinki,https://www.facebook.com/groups/204930092873911/,60.16986,24.93838,Yes,"https://www.google.com/maps/@60.16986,24.93838,15z"
,Jyväskylä,Slackline Jyväskylä,https://www.facebook.com/groups/368158279998301,62.2426,25.74726,Yes,"https://www.google.com/maps/@62.2426,25.74726,15z"
,Kuopio,Slackline Kuopio,https://www.facebook.com/groups/103079199737762/,62.885544,27.664992,No,https://goo.gl/maps/Csc5bHDkE2uKUCfR9
,Rovaniemi,Slackline Rovaniemi,https://www.facebook.com/groups/111827512759590/,66.501449,25.7291,No,https://goo.gl/maps/HwbMqA6jeGJVxjqe7
,Saimaa,Slacklife Saimaa,https://www.facebook.com/Slacklifesaimaa/,61.280969,28.150946,No,https://goo.gl/maps/5722xb48qeW5DNda6
,Turku,Turku Slackline,https://www.facebook.com/groups/1116915921670789/,60.450682,22.266697,No,https://goo.gl/maps/cSETW5RLhwxzB5uc8
FRANCE,Countrywide,Slackline France,https://www.facebook.com/groups/100447203334294/,46.22764,2.213749,Yes,"https://www.google.com/maps/@46.22764,2.213749,15z"
,Countrywide,Slack pour tous centre Var,https://www.facebook.com/groups/299012203613527/,46.621961,1.365805,No,https://goo.gl/maps/sL8EzYzd4PxCVSo58
,Countrywide,Highline Rescue Experience,www.fb.com/Highline-Rescue-Experience-1565918803660080/,46.584424,3.353791,No,https://goo.gl/maps/gcWdH5K8s3Yg6wHD8
,Aix en Provence,Slackline à Aix en Provence,https://www.facebook.com/groups/slack.aix,43.52974,5.447427,Yes,"https://www.google.com/maps/@43.52974,5.447427,15z"
,Ajaccio,Slackline ajaccio le groupe,fb.com/pg/Slackline-ajaccio-le-groupe-219017688296009,41.923487,8.735938,No,https://goo.gl/maps/K3nXnoFfgGmUbRoL8
,Albertville,CAF Albertville - Slackline,https://www.facebook.com/groups/243288635849563/,45.6753424,6.39177587,Yes,"https://www.google.com/maps/@45.67534240069048,6.391775870339444,15z"
,Albi,Albi Slacklining,https://www.facebook.com/groups/1412250735659151/,43.92434,2.148814,No,https://goo.gl/maps/qC6uCDX8xAhMBWGV8
,Amiens,Slackline Amiens,https://www.facebook.com/groups/1650931258472343/,49.888644,2.299027,No,https://goo.gl/maps/qV5t6vM5TRTUkLsG8
,Angers,Angers’lackline,https://www.facebook.com/groups/215594408601930/,47.468554,-0.552372,No,https://goo.gl/maps/HfLokYNfXnrvLwhk8
,Annecy,Annecy Slackline,https://www.facebook.com/groups/376860022360634/,45.89925,6.129384,Yes,"https://www.google.com/maps/@45.89925,6.129384,15z"
,Annonay,Slackline Annonay,https://www.facebook.com/groups/1374513972837077/,45.237721,4.668436,No,https://goo.gl/maps/axoEPKMFrVgrRKra8
,Alsace,AlsaSlack (groupe),https://www.facebook.com/groups/1600993676823144/,48.532932,7.748974,No,https://goo.gl/maps/qoCB8yUQneQrLZBz6
,Alsace,Slack Alsace,https://www.facebook.com/groups/Slack67/,48.57341,7.752111,Yes,"https://www.google.com/maps/@48.57341,7.752111,15z"
,Alsace,SlackLine Centre Alsace,https://www.facebook.com/groups/1021775137958471/,48.606758,7.788712,No,https://goo.gl/maps/1miUAfquSooW1mag8
,Arcachon,La Slackline Tchanquée,https://www.facebook.com/groups/652289788184060/,44.64968,-1.179212,No,https://goo.gl/maps/MxmpYS8dgbXNqwxA6
,Ardèche,Slackline ardèche,https://www.facebook.com/groups/167694273378846/,44.75902,4.572507,Yes,"https://www.google.com/maps/@44.75963,4.562443,15z"
,Arles,Slackline in Arles,https://www.facebook.com/groups/248897128911965/,43.664093,4.627101,No,https://goo.gl/maps/GJWGYNYRLQ5kJKLQ6
,Avignon,Slack’Avignon,https://www.facebook.com/groups/255432007892521/,43.940581,43.940581,No,https://goo.gl/maps/JN1NQJXnLAuTEn4QA
,Basque,Slackline Pays Basque,https://www.facebook.com/groups/486995888157802/,43.354127,-1.227921,No,https://goo.gl/maps/3V4p7KRCXcWaXsJDA
,Beauvais,"Com'Slackline UniLaSalle, campus de Beauvais",fb.com/groups/946575795375348/,49.424658,2.080575,No,https://goo.gl/maps/k35Rdn6Yt67LeqLo8
,Belfort,Slack de Noeuds,https://www.facebook.com/slackdenoeuds/,47.63968,6.863849,Yes,"https://www.google.com/maps/@47.63968,6.863849,15z"
,Belfort,Slackline Belfort,https://www.facebook.com/groups/slackbelfort/,49.433126,2.085344,No,https://goo.gl/maps/UrCe2cKtmLBKbDgQ7
,Besançon,Slack à Besak !,https://www.facebook.com/groups/1433358856909293/,47.226471,6.027278,No,https://goo.gl/maps/CHCuVbQK5TDQ1CwUA
,Besançon,Slackpassion25,https://www.facebook.com/slackp25/,47.247189,6.023534,No,https://goo.gl/maps/tnKuHjCT4My7kU7i7
,Biarritz,Slackline Pays Basque,https://www.facebook.com/SlacklinePaysBasque,43.480938,-1.560251,Yes,https://goo.gl/maps/8fTk3WLcVeBp7mmW8
,Bordeaux,Slackàdeaux,https://www.facebook.com/Slackadeaux/,44.84262,-0.580015,No,https://goo.gl/maps/xoFB8Vcca7R4gHhL7
,Bordeaux,Tous en Sangle !,https://www.facebook.com/groups/232288370151449/,44.83779,-0.57918,Yes,"https://www.google.com/maps/@44.83779,-0.57918,15z"
,Bourg,Slack'icîmes,https://www.facebook.com/groups/slackicimes/,45.041103,-0.559041,No,https://goo.gl/maps/GHbLU466neESv6GD6
,Bourges,Slackline Bourges,https://www.facebook.com/groups/1711056005815363/,47.085821,2.394888,No,https://goo.gl/maps/75VYziDQ4ufHshty6
,Brest,Sur le Fil : Brest Slackline,https://www.facebook.com/groups/642665652437476/,48.39039,-4.486076,Yes,"https://www.google.com/maps/@48.39039,-4.486076,15z"
,Carpentras,Ventoux slack,https://www.facebook.com/groups/533157413460901/,44.050861,5.048115,No,https://goo.gl/maps/woA3FGAgtroJqBFt6
,Cévennes,Aqui'Libre,https://www.facebook.com/AquiLibre/,44.427752,3.661997,No,https://goo.gl/maps/SJXsMYHfY36HivqX9
,Cévennes,CVN Slackline sessions,https://www.facebook.com/groups/696799163721381/,44.429242,3.726292,No,https://goo.gl/maps/mUeMCtmDyi3TtT16A
,Chambéry,Fondus de Slack,https://www.facebook.com/groups/277547625661495/,45.56724029,5.921311138,Yes,"https://www.google.com/maps/@45.56724028876732,5.921311137535781,15z"
,Chamonix,Slackline Chamonix,https://www.facebook.com/groups/246214455528529/,45.9237,6.869433,Yes,"https://www.google.com/maps/@45.9237,6.869433,15z"
,Cholet,Cholet Slackline,https://www.facebook.com/groups/779176318781725/,47.054394,-0.87971,No,https://goo.gl/maps/P3EffCfBjUmNk88XA
,Clermont Ferrand,Free Dôme Line,https://www.facebook.com/OFreeDomeLine/,45.774416,3.080932,No,https://goo.gl/maps/PVskPwXZDocawT9bA
,Clermont Ferrand,Slackline Clermont Ferrand,https://www.facebook.com/groups/259948567503313/,45.780853,3.089293,No,https://goo.gl/maps/JJkAPPqdomyTJbrV8
,Corse,Corsica Slack,https://www.facebook.com/groups/186945098146040/,41.999177,8.989433,No,https://goo.gl/maps/uTXRLaC3LM84DRWU8
,Digne-les-Bains,Slackline Digne Les Bains,www.fb.com/groups/313441515467763/,44.088433,6.233956,No,https://goo.gl/maps/PtXYjGWrptXLMqau6
,Dijon,La Sangle Dijonnaise - Association L.S.D,www.fb.com/groups/488872571472354,47.316342,5.040418,No,https://goo.gl/maps/rrJq8y5MgHN5xkzH6
,Dijon,Slack Dijon Spot,https://www.facebook.com/groups/405413522889704/,47.32205,5.04148,Yes,"https://www.google.com/maps/@47.32205,5.04148,15z"
,Embrun,Slackline Embrun,https://www.facebook.com/groups/slackeurembrunais/,44.565087,6.496261,No,https://goo.gl/maps/sEp2X9QYoMHHmyad8
,Epinal,Vosges'en slack,https://www.facebook.com/groups/133342003532246/,48.1724,6.449403,Yes,"https://www.google.com/maps/@48.1724,6.449403,15z"
,Essonne,Slack Linkers 91,https://www.facebook.com/groups/119225124907877/,48.45857,2.156942,Yes,"https://www.google.com/maps/@48.45857,2.156942,15z"
,Figeac,Slack'A Lot,https://www.facebook.com/SlackaLot/,44.60829,2.032871,Yes,"https://www.google.com/maps/@44.60829,2.032871,15z"
,Fontainebleau,Slack à Fontainebleau,https://www.facebook.com/groups/Slack77,48.40748264,2.703558304,Yes,"https://www.google.com/maps/@48.40748264185939,2.703558303995038,15z"
,Fontainebleau,Slack In Bleau,https://www.facebook.com/groups/SlackInBleau/,48.401229,2.694237,No,https://goo.gl/maps/sEp2X9QYoMHHmyad8
,Fréjus,SlackLine autour de Fréjus,https://www.facebook.com/groups/950141371750410/,43.430258,6.737057,No,https://goo.gl/maps/WRJfh5V82Nm1i3NG9
,Grenoble,C'est slack...er bon,https://www.facebook.com/groups/cestslackerbon/,45.18853,5.724524,Yes,"https://www.google.com/maps/@45.18853,5.724524,15z"
,Hautes-Alpes,Slackline Hautes Alpes,https://www.facebook.com/groups/331326830273959/,44.730702,6.201787,No,https://goo.gl/maps/7RpXHvyvSkrZ4F5r8
,Haute-Saône,NO LIMIT 70 Slackline et Escalade Pesmes / Gray,www.fb.com/groups/954511707949304/,47.609232,6.071416,No,https://goo.gl/maps/hd4pbvhSchnVAZiq5
,Haute-Savoie,Slackline Haute-Savoie,https://www.facebook.com/groups/136383753114013/,46.17568,6.538962,Yes,"https://www.google.com/maps/@46.17568,6.538962,15z"
,Hyères,Slackline à Giens/Hyères,https://www.facebook.com/groups/656593204375828/,43.118878,6.128709,No,https://goo.gl/maps/QUsLz7UyWUZER8cPA
,Ille et Vilaine,BZ'Slack,https://www.facebook.com/bzslack/,48.138207,-1.663905,No,https://goo.gl/maps/XWsadbSQQc37KQUAA
,Jura,Slackline Jura,https://www.facebook.com/groups/291301830985436/,46.76228,5.693623,No,https://goo.gl/maps/ujRuGNQMKtwi6c8A7
,La Ciotat,SLACKLIBERTE LA CIOTAT,https://www.facebook.com/groups/1659455874320358/,43.179179,5.605484,No,https://goo.gl/maps/V4dZS8syy5Z96d4dA
,La Ferté-Alais,Slack ' N Jump Familly,https://www.facebook.com/slacknjumpfamilly/,48.482343,2.349833,No,https://goo.gl/maps/LzDs4aJfGbkPJgeFA
,La Rochelle,LR MONKEY SLACK,https://www.facebook.com/lr.monkey.slack/,46.156358,-1.147885,No,https://goo.gl/maps/BeYAnpGrvt4TpRrP9
,Le Mans,Slackline Le mans,https://www.facebook.com/groups/217363545114354/,48.003014,0.199123,No,https://goo.gl/maps/jBia9b8iyKHgPPov7
,Lille,SlackLille,https://www.facebook.com/groups/slacklille/,50.63031477,3.070622361,Yes,"https://www.google.com/maps/@50.63031477134774,3.070622361041927,15z"
,Lille,SLACKROBATE,https://www.facebook.com/groups/868038396559107/,50.624276,3.033374,No,https://goo.gl/maps/Zp8FQqcc43Mp4bSa9
,Lorraine,Slack’lorraine,https://www.facebook.com/groups/1407429219478736/,48.926565,5.807241,No,https://goo.gl/maps/aqzDwEmuLaByuNca8
,Lyon,Ekilibre Lyon,https://www.facebook.com/groups/201435976681307/,45.76404,4.835659,Yes,"https://www.google.com/maps/@45.76404,4.835659,15z"
,Lyon,In'Slack,https://www.facebook.com/Inslack.asso/,45.75362,4.887629,No,https://goo.gl/maps/5YQLNEY7THdHKoBo8
,Mâcon,Slackeurs Mâconnais,https://www.facebook.com/SlackMacon/,46.308286,4.829234,No,https://goo.gl/maps/ReBuAw49wjcGh5WZ9
,Marseille,ça slack houle douce,https://www.facebook.com/caslackhouledouce/,43.278568,5.376522,No,https://goo.gl/maps/Jdrf4LS6BSvSKA858
,Marseille,Slack Marseille,https://www.facebook.com/groups/168888396541663/,43.30339384,5.38907586,Yes,"https://www.google.com/maps/@43.303393835711944,5.389075859640883,15z"
