
Country/State,City/Region,Group Name,Link,Latitude,Longitude,Merged?,Map Link
,Mendoza,Slackline Mendoza,facebook.com/groups/214698078570528/,-32.88946,-68.84584,Yes,"https://www.google.com/maps/@-32.88946,-68.84584,15z"
,Cordoba,Patos Slackers (Cordoba slackline),www.fb.com/groups/cuackslack/,37.88818,-4.779384,Yes,"https://www.google.com/maps/@37.88818,-4.779384,15z"
